book_id,title,authors,average_rating,num_of_pages,ratings_count,text_reviews_count,publisher,ratings_dist,indices,distance
13079,Skinny Dip (Mick Stranahan #2),Carl Hiaasen,3.81,496,33459,2602,Grand Central Publishing,3,"[3611, 9579, 252, 1288, 1895, 3626]","[0.0, 363.0909980982729, 366.6033300448865, 566.0946939337977, 633.8100475694591, 697.3069628219698]"
13083,Hoot,Carl Hiaasen,3.82,292,85404,3692,Yearling Books,3,"[3612, 374, 4499, 10681, 7633, 7111]","[0.0, 557.7590820417001, 644.8108947590758, 904.7292758057517, 1130.5105439579058, 1439.6034210851265]"
13086,Suburban Nation: The Rise of Sprawl and the Decline of the American Dream,Andrés Duany/Elizabeth Plater-Zyberk/Jeff Speck,4.08,320,1980,154,North Point Press,4,"[3613, 2571, 4480, 8246, 3260, 3185]","[0.0, 29.900436451664046, 40.644847151883845, 46.109092378835655, 47.18088702006354, 52.55850930153937]"
13100,The Bible Cure For Diabetes,Don Colbert,3.84,96,21,1,Siloam,3,"[3614, 1150, 501, 6654, 6465, 509]","[0.0, 1.0261091559868276, 2.0436242316042352, 2.236425719759098, 2.4529370150902774, 3.0000166666203705]"
13104,The Celestine Prophecy: A Pocket Guide to the Nine Insights,James Redfield,3.87,68,1256,100,Warner Books (NY),3,"[3615, 11050, 5962, 7571, 7661, 3818]","[0.0, 36.42893904576415, 38.65346038843094, 48.188555695310065, 61.0084920318475, 70.1861097368988]"
13105,The Tenth Insight: Holding the Vision (Celestine Prophecy  #2),James Redfield,3.64,256,9889,337,Grand Central Publishing,3,"[3616, 5932, 8917, 9972, 11049, 2717]","[0.0, 35.707457204343186, 121.80725101569283, 124.20197099885331, 128.5340736925427, 135.83084922063912]"
13106,The Celestine Prophecy,James Redfield/Lou Diamond Phillips,3.64,0,64,10,Grand Central Publishing,3,"[3617, 1339, 7607, 1952, 4945, 5756]","[0.0, 5.106162942954327, 5.130779667847762, 5.3935146240647205, 6.784718122368828, 7.073358466810515]"
13107,The Celestine Prophecy: An Experiential Guide,James Redfield,3.84,304,120,11,Bantam,3,"[3618, 7710, 5819, 7126, 487, 10972]","[0.0, 9.64514903980234, 9.696850003996143, 11.18034435963401, 11.705421820677802, 13.191451777571716]"
13113,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,3.77,412,424,47,Quill,3,"[3619, 8586, 4905, 3455, 8459, 8849]","[0.0, 13.641704438962163, 21.866689278443594, 28.30245395721014, 29.360328676634396, 30.020186541725554]"
13119,The Dark Side Of Genius: The Life Of Alfred Hitchcock,Donald Spoto,3.83,608,990,97,Da Capo Press,3,"[3620, 5002, 7173, 7939, 2191, 404]","[0.0, 29.24325734250547, 71.06343715301139, 71.48574403333856, 77.05263720340791, 85.90693161788518]"
13121,Enchantment: The Life of Audrey Hepburn,Donald Spoto,3.87,352,2703,267,Harmony,3,"[3621, 7021, 6258, 9866, 10544, 1024]","[0.0, 48.70324835162435, 61.39226335622429, 67.49128017751627, 71.17586388657324, 73.6818030452567]"
13122,Marilyn Monroe: The Biography,Donald Spoto,4.03,752,1396,99,Cooper Square Publishers,4,"[3622, 8511, 1733, 3533, 4469, 6926]","[0.0, 68.27891328953618, 83.384824158836, 97.53026248298525, 114.3418248061487, 117.73705618878026]"
13128,Cross (Alex Cross  #12),James Patterson,4.0,393,48095,1633,Little Brown and Company,3,"[3623, 2971, 7863, 1190, 7864, 7364]","[0.0, 431.2377576233324, 534.7215246275392, 619.6750374994946, 626.0591698074552, 628.2881505328586]"
13130,Judge & Jury,James Patterson/Andrew Gross,4.0,419,41805,831,Little  Brown and Company,3,"[3624, 8927, 7870, 4143, 1857, 4032]","[0.0, 176.60979474536512, 310.53670330574454, 311.91986406768007, 313.1102044009425, 526.5083099059311]"
13131,The 6th Target (Women's Murder Club  #6),James Patterson/Maxine Paetro,4.04,390,47196,1464,Little Brown and Company,4,"[3625, 1813, 1606, 8377, 6360, 7364]","[0.0, 256.0509761746672, 290.3807887929227, 453.05519133986314, 459.51065722135326, 499.42567264809287]"
13133,The Quickie,James Patterson/Michael Ledwidge,3.83,357,32963,2132,Little  Brown and Company,3,"[3626, 1895, 3130, 9579, 1958, 2180]","[0.0, 287.823140139913, 320.28915748117356, 514.5969903720775, 655.3213124109425, 678.503575819612]"
13134,You've Been Warned,James Patterson/Howard Roughan,3.53,374,18058,1519,Little Brown and Company,3,"[3627, 195, 3036, 5899, 3430, 1896]","[0.0, 377.13273008318964, 382.3624066249191, 392.63367468927066, 394.2782474344736, 468.42940652781397]"
13136,2nd Chance (Women's Murder Club  #2),James Patterson/Andrew Gross,4.04,400,78780,2118,Grand Central Publishing,4,"[3628, 5993, 8048, 7873, 3823, 9583]","[0.0, 892.0650220695799, 1001.924149624112, 1231.2323163806252, 1370.386079322174, 1384.9119157549335]"
13137,1st to Die (Women's Murder Club  #1),James Patterson,4.08,424,269826,5220,Grand Central Publishing,4,"[3629, 4127, 3582, 658, 571, 8568]","[0.0, 171.72690412396074, 3383.439379699302, 5220.175671766229, 5220.835474174608, 6616.168758428098]"
13138,Season of the Machete,James Patterson,3.25,341,5512,227,Vision,3,"[3630, 7829, 9953, 10926, 7827, 9803]","[0.0, 25.055779772339953, 40.37599410540872, 67.11043137992782, 84.36601270653959, 89.85832404401943]"
13139,School's Out—Forever (Maximum Ride  #2),James Patterson,4.15,409,103221,2689,Little  Brown and Company,4,"[3631, 1660, 1815, 631, 1816, 8193]","[0.0, 700.3642834982378, 958.0991598472467, 1409.78509695627, 1699.3207467691318, 2029.5176875553464]"
13140,Jack & Jill (Alex Cross  #3),James Patterson,3.96,466,58414,1191,Grand Central Publishing,3,"[3632, 751, 7852, 1551, 6368, 8158]","[0.0, 122.72761547426887, 568.8435763898543, 668.8004731607178, 752.3363721767013, 913.8769282567539]"
13141,The Midnight Club,James Patterson,3.82,368,10970,322,Vision,3,"[3633, 3277, 6158, 6909, 8935, 8381]","[0.0, 97.41154962323513, 139.04359927734896, 161.89825230681151, 185.05406804499057, 186.23917122882608]"
13142,Cat & Mouse (Alex Cross #4),James Patterson,3.98,432,242,15,Grand Central Publishing,3,"[3634, 4426, 5357, 10046, 9048, 9443]","[0.0, 5.1000000000000005, 12.253656597114187, 12.410580163715151, 15.039162210708414, 15.13322173233446]"
13143,Pop Goes the Weasel (Alex Cross  #5),James Patterson,4.0,461,52093,985,TIme Warner Books,3,"[3635, 10304, 10354, 5963, 8906, 8914]","[0.0, 391.9668373727553, 549.1438799622554, 553.3199887949106, 623.9584040623221, 645.638446500826]"
13144,Roses Are Red (Alex Cross  #6),James Patterson,4.04,421,220,19,Headline,4,"[3636, 3219, 10639, 10632, 10046, 7291]","[0.0, 10.393247808072315, 10.724271537032248, 13.076731242936821, 14.000289282725554, 14.49237385661852]"
13145,Along Came a Spider (Alex Cross  #1),James Patterson,4.11,449,369267,4011,Grand Central Publishing,4,"[3637, 2199, 1556, 3591, 6467, 6432]","[0.0, 1170.4264214806499, 2761.0994209010296, 4662.4460325455775, 7023.824813938628, 12004.744895315353]"
13146,Black Friday,James Patterson,3.68,480,9714,220,Vision,3,"[3638, 2813, 602, 6745, 3859, 3109]","[0.0, 98.67655496621272, 112.14825188115952, 129.59648914997658, 157.79758680030565, 159.0268307550647]"
13147,Honeymoon (Honeymoon  #1),James Patterson/Howard Roughan,3.83,406,34087,1809,Grand Central Publishing,3,"[3639, 1429, 11024, 4886, 1288, 4232]","[0.0, 433.0416349498048, 474.4946449645138, 496.1380856173007, 518.4227858611155, 548.4988934355292]"
13148,Kiss the Girls (Alex Cross  #2),James Patterson,3.96,481,297211,2943,Grand Central Publishing,3,"[3640, 4800, 8374, 1499, 403, 333]","[0.0, 4940.612223641924, 5597.060210503368, 6786.489078043227, 8435.091286405855, 11998.195406480927]"
13149,The Thomas Berryman Number,James Patterson,2.86,272,4320,307,Grand Central Publishing,2,"[3641, 10389, 5269, 664, 7785, 9343]","[0.0, 51.74052183733751, 79.94188889437127, 81.77496499540676, 88.11065996801976, 97.62747359222197]"
13151,London Bridges (Alex Cross  #10),James Patterson,3.94,403,36334,905,Vision,3,"[3642, 4522, 10353, 8380, 6693, 3058]","[0.0, 195.93111263911098, 393.7321456269478, 398.70170917617094, 446.0664534573296, 594.8521308695128]"
13152,The Angel Experiment (Maximum Ride  #1),James Patterson,4.08,445,187892,7624,Grand Central Publishing,4,"[3643, 276, 1083, 2226, 331, 1407]","[0.0, 1033.1781078303973, 1854.5226027471329, 2676.435502697571, 3451.453333829099, 3748.7015162053112]"
13155,3rd Degree (Women's Murder Club  #3),James Patterson/Andrew Gross,4.02,352,268,13,Grand Central Publishing,4,"[3644, 10950, 10236, 5273, 5711, 9301]","[0.0, 5.099264652869079, 7.074807417873648, 7.68156234108661, 9.798285564321954, 9.856185874870665]"
13157,The Jester,James Patterson/Andrew Gross,3.8,548,16563,849,Headline,3,"[3645, 1849, 4941, 4975, 2664, 8749]","[0.0, 181.09113838065076, 184.03534008445226, 189.4867808054166, 221.63484924532963, 224.53733408945604]"
13158,See How They Run,James Patterson,3.84,320,48,1,Doubleday Books,3,"[3646, 9553, 4983, 9499, 5639, 9134]","[0.0, 5.099176404087233, 5.104204149522235, 5.206620785115812, 5.836745668606779, 6.164811432639282]"
13161,Miracle on the 17th Green (Travis McKinley  #1),James Patterson/Peter de Jonge,3.68,160,3733,320,Little Brown and Company,3,"[3647, 3049, 6458, 2136, 10472, 9425]","[0.0, 67.36469772811276, 76.13154471045495, 86.82909420234671, 89.90251609382243, 93.63393401967045]"
13162,When the Wind Blows (When the Wind Blows  #1),James Patterson,3.93,416,42701,1337,Grand Central Publishing,3,"[3648, 10324, 1480, 1483, 8901, 2125]","[0.0, 346.9452775294686, 362.703815254265, 518.9768943797017, 572.4998655895039, 622.7560437282002]"
13164,SantaKid,James Patterson/Michael Garland,3.88,48,862,53,Jimmy Patterson,3,"[3649, 2294, 2616, 5337, 9418, 5746]","[0.0, 23.960175291512375, 32.26492832782989, 37.7503642366534, 51.400397858382384, 53.18834834811098]"
13173,A Little Prairie House,Laura Ingalls Wilder/Renée Graef,4.19,32,1561,45,HarperCollins,4,"[3650, 2291, 5341, 8909, 9765, 5683]","[0.0, 26.925974448476328, 74.43119305774965, 83.16860525462718, 98.41757769829533, 102.93688600302615]"
13177,Private Parts,Howard Stern,3.77,660,3878,151,Pocket Books,3,"[3651, 728, 7174, 8498, 7833, 4468]","[0.0, 47.403139136559304, 86.24451054994746, 102.35721957927541, 143.63518928173556, 146.57773500774258]"
13180,The Private Parts of Women,Lesley Glaister,3.8,288,22,3,Bloomsbury Publishing PLC,3,"[3652, 5169, 9811, 9509, 6181, 4406]","[0.0, 1.4184851074297538, 1.4871449156017043, 1.739425192412712, 2.4632498858215746, 2.4787900274125683]"
13194,Green Arrow  Vol. 1: Quiver,Kevin Smith/Phil Hester/Ande Parks,4.07,232,5299,131,DC Comics,4,"[3653, 6498, 10613, 9253, 6235, 9009]","[0.0, 58.63512940209137, 80.729486558506, 120.15412768606828, 123.84668303995872, 133.10941213903695]"
13196,Quiver,Stephanie Spinner,3.51,177,837,95,Laurel-Leaf Books,3,"[3654, 8926, 9526, 1773, 9302, 8275]","[0.0, 21.987168985569742, 25.16152618582585, 25.188269094957676, 25.200874984809555, 27.16815967267566]"
13199,A Quiver Full of Arrows,Jeffrey Archer,3.78,288,9214,179,St. Martin's Paperbacks,3,"[3655, 823, 3938, 1955, 3267, 1956]","[0.0, 42.734764536615856, 55.19094128568564, 78.11587546715457, 84.39867830718677, 96.32809766625728]"
13203,Celebrations: Rituals of Peace and Prayer,Maya Angelou,4.13,128,748,105,Random House,4,"[3656, 2435, 7009, 1943, 1031, 9070]","[0.0, 26.43872916764344, 43.05882604066209, 44.78871398019818, 45.358263855663616, 48.89028635628963]"
13206,The Collected Autobiographies of Maya Angelou,Maya Angelou,4.63,1184,991,55,Modern Library,4,"[3657, 2542, 4676, 7371, 1370, 1990]","[0.0, 95.53472457698301, 127.41350988023208, 129.68427044171548, 146.8504286680839, 152.6633423582754]"
13210,Wouldn't Take Nothing for My Journey Now,Maya Angelou,4.27,127,7423,319,Bantam,4,"[3658, 4559, 7879, 2905, 6705, 3029]","[0.0, 114.59057945573012, 145.19989669417814, 166.263357658866, 171.9127790479812, 172.98030205777766]"
13211,And Still I Rise,Maya Angelou/Linda Sunshine/Diego Rivera,4.42,54,3720,240,Random House,4,"[3659, 9425, 192, 2136, 3977, 10472]","[0.0, 58.83053968815857, 78.06797294665719, 101.43490523483521, 113.98685231201009, 120.15824399515832]"
13215,Life Doesn't Frighten Me,Maya Angelou/Jean-Michel Basquiat/Sara Jane Boyers,4.41,32,1246,164,Harry N. Abrams,4,"[3660, 819, 11050, 3615, 5900, 9648]","[0.0, 68.59332401917843, 68.86275045334742, 74.1167430477082, 76.48623667039712, 86.95431501656488]"
13228,Cumbres borrascosas,Emily Brontë,3.85,384,156,28,Edimat Libros,3,"[3661, 4500, 5065, 8942, 1770, 3697]","[0.0, 7.35342777213457, 8.662563131083086, 10.440996121060481, 11.228980363327741, 11.445593038370706]"
13237,Dreaming in Pictures: The Photography,Lewis Carroll/Douglas R. Nickel,4.01,172,104,6,Yale University Press,4,"[3662, 10502, 4251, 11011, 4728, 3022]","[0.0, 4.585368033211729, 5.498217893099545, 5.762161052938385, 8.172643391216823, 10.00220475695234]"
13238,Lewis Carroll's Jabberwocky: A Book of Brillig Dioramas,Lewis Carroll/Graeme Base,4.14,14,31,2,Harry N. Abrams,4,"[3663, 4168, 10740, 4817, 4045, 6445]","[0.0, 3.4669294772175565, 5.745267617787704, 6.08437342706708, 6.558970955874099, 8.371624692973283]"
13241,The Collected Short Stories of Maxim Gorky,Maxim Gorky/Avrahm Yarmolinsky/Moura Budberg,3.96,404,883,16,Citadel Press,3,"[3664, 1440, 7818, 3992, 3801, 3937]","[0.0, 11.09407048832844, 13.928994938616354, 37.10817834386377, 43.10478511720016, 44.011380346451304]"
13254,Name Dropping,Jane Heller,3.52,323,701,53,St. Martin's Press,3,"[3665, 10077, 8338, 9727, 2953, 2518]","[0.0, 14.457178147895943, 20.05353834115067, 21.61335004112042, 23.57524337096014, 25.614138673787178]"
13257,Many Luscious Lollipops: A Book About Adjectives,Ruth Heller,4.06,48,322,41,Puffin Books,4,"[3666, 5432, 10095, 2802, 6622, 2306]","[0.0, 10.630616162763097, 16.522723746404527, 18.814898352103846, 21.955703131532818, 24.166342296673694]"
13258,What Was She Thinking? [Notes on a Scandal],Zoë Heller,3.71,258,13674,1166,Picador,3,"[3667, 1591, 4026, 6211, 8209, 3554]","[0.0, 342.69823226856596, 345.2175545942008, 394.9570736168679, 412.6622213142366, 420.16191652742634]"
13260,Night of Long Shadows (Eberron: Inquisitives  #2),Paul Crilley,3.65,306,152,14,Wizards of the Coast,3,"[3668, 8522, 408, 10616, 2640, 10586]","[0.0, 7.366844643400592, 8.546584112965835, 10.489022833419709, 13.341724026526707, 14.503382364124583]"
13270,Poetics,Aristotle/Malcolm Heath,3.82,144,12610,486,Penguin Classics,3,"[3669, 3077, 4208, 8751, 1432, 10325]","[0.0, 128.80343512499968, 160.89126794204836, 172.16274887442987, 173.25126377605446, 182.79224928863914]"
13275,Poetics of Music in the Form of Six Lessons,Igor Stravinsky/George Seferis/Arthur Knodel/Ingolf Dahl,4.11,160,988,31,Harvard University Press,4,"[3670, 652, 2827, 6460, 9125, 10088]","[0.0, 12.083062525701008, 17.578805420164365, 21.23729031679889, 24.759081162272558, 24.879809082868782]"
13276,An Introduction to the Old Testament Poetic Books,C. Hassell Bullock,3.68,392,39,5,Moody Publishers (Chicago),3,"[3671, 4130, 2026, 9028, 10642, 8121]","[0.0, 6.088316680331272, 6.164414002968976, 7.549894038991541, 8.065258830316607, 8.603028536509687]"
13285,Mondrian,John Milner/Piet Mondrian,3.73,235,26,1,Phaidon Press,3,"[3672, 4753, 9567, 9570, 5004, 10240]","[0.0, 3.743273968065923, 3.9013971856246576, 4.2488704381282325, 5.229541088852826, 5.40651458890106]"
13310,Writings on Art,Mark Rothko/Miguel López-Remiro,3.84,192,102,8,Yale University Press,3,"[3673, 8889, 9205, 1752, 4392, 6531]","[0.0, 0.040000000000000036, 1.7822457742971367, 3.1838498708324803, 5.209308975286453, 5.385916820746492]"
13314,The Legacy of Mark Rothko,Lee Seldes,3.87,403,36,5,Da Capo Press,3,"[3674, 437, 8121, 4290, 10811, 5774]","[0.0, 6.263417597446302, 6.782801780975174, 7.071640545163477, 8.369235329467083, 8.549625722802139]"
13320,Mark Rothko,Diane Waldman/Bernard Malamud,4.04,296,45,2,Harry N. Abrams,4,"[3675, 1520, 5783, 5006, 2557, 7004]","[0.0, 6.088751924655824, 6.803793059757182, 7.286288492778748, 7.68261023350788, 8.544992685778029]"
13323,Mark Rothko  1903 1970,Diane Waldman,4.04,296,3,0,Thames & Hudson Ltd,4,"[3676, 9323, 5305, 8741, 10271, 3207]","[0.0, 4.123299649552528, 5.2016920324063785, 5.4843778133895915, 5.574800444858991, 5.757786032842833]"
13329,A World of Art,Henry M. Sayre,3.73,592,56,1,Prentice Hall,3,"[3677, 8089, 506, 4596, 1673, 8123]","[0.0, 9.166378783358235, 16.438686078881123, 17.118787924382964, 17.123694110792798, 17.467959239705134]"
13336,Olympian Odes. Pythian Odes,Pindar/William H. Race,4.09,416,59,5,Harvard University Press,4,"[3678, 9391, 5019, 10563, 6915, 611]","[0.0, 5.103763317396291, 6.084151543148806, 7.280219776902343, 9.055390659712037, 9.848903492267553]"
13337,The Odes,Pindar/Cecil Maurice Bowra/Daniel C. Snell/Dawson William Turner/Maehler/Abraham Moore,3.89,256,1052,23,Penguin Books,3,"[3679, 1123, 6204, 6559, 5530, 9076]","[0.0, 16.553190024886444, 25.179483711942943, 35.58092888051126, 43.046487661596736, 48.064473366510526]"
13342,The Odes and Selected Fragments,Pindar/G.S. Conway/Richard Stoneman,3.89,352,7,1,Everyman's Library,3,"[3680, 5635, 8592, 10900, 4432, 9345]","[0.0, 1.014347080638575, 1.016070863670443, 1.4142489172702235, 1.7376996288196647, 1.7447349368886953]"
13344,Nemean Odes. Isthmian Odes. Fragments,Pindar/William H. Race,4.19,480,35,1,Harvard University Press,4,"[3681, 440, 9943, 7515, 1905, 5820]","[0.0, 1.004987562112089, 4.72255227604735, 5.1000000000000005, 5.214748316074324, 7.2114422967947265]"
13345,Sabriel (Abhorsen  #1),Garth Nix,4.17,311,1312,162,Eos,4,"[3682, 2008, 10337, 8004, 2601, 2757]","[0.0, 30.232671069556524, 37.8551185442603, 38.340799417852516, 39.775571648940506, 42.46392468908167]"
13347,Euripides 3: Alcestis/Daughters of Troy/The Phoenician Women/Iphigenia at Aulis/Rhesus,Euripides/David R. Slavitt/Smith Palmer Bovie/Fred Chappell/Mark Rudman/Elaine Terranova/Richard Elman/Katharine Washburn/George D. Economou,3.88,392,7,1,University of Pennsylvania Press,3,"[3683, 492, 10140, 8992, 949, 895]","[0.0, 2.2378784596130328, 2.239285600364545, 2.4869459181896176, 2.67149770727957, 3.7417776523999926]"
13357,Eragon: Prima Official Game Guide,Prima Publishing,3.98,176,120,1,Prima Games,3,"[3684, 2565, 9651, 5241, 3724, 4728]","[0.0, 3.746998799039039, 5.409260577934844, 5.831809324729334, 10.04988059630561, 10.33148585635193]"
13360,Battlefield of the Mind: Winning the Battle in Your Mind,Joyce Meyer,4.34,288,27204,698,FaithWords,4,"[3685, 4769, 2162, 8455, 7793, 7839]","[0.0, 264.7020364485321, 276.7725918511441, 291.4397783419415, 336.56060984613157, 337.91876242671106]"
13365,A Lady At Last (deWarenne Dynasty  #7),Brenda Joyce,4.06,379,1549,87,Hqn,4,"[3686, 10488, 3294, 7210, 5703, 10704]","[0.0, 19.146615888976307, 19.976195834042077, 32.280063506752896, 47.64455477806462, 47.67645225895065]"
13368,James Joyce's Ulysses,Stuart Gilbert,4.17,405,1991,92,Vintage,4,"[3687, 5359, 10302, 7627, 8596, 5674]","[0.0, 30.317033166192235, 45.333458945904404, 46.95758085762085, 47.01070516382413, 50.389161533012235]"
13374,A Complicated Kindness,Miriam Toews,3.65,253,17963,1023,Counterpoint LLC,3,"[3688, 2390, 195, 3036, 7776, 1760]","[0.0, 93.5636259451289, 144.7792668167649, 148.33408374342022, 155.7533383269842, 167.9079631822148]"
13375,A Complicated Kindness (Bookclub-In-A-Box),Marilyn Herbert/Miriam Toews,4.0,80,39,1,Bookclub-In-A-Box,3,"[3689, 866, 5346, 8068, 849, 9876]","[0.0, 3.182703253525217, 4.362613895361358, 5.921790269842389, 8.124063022896856, 8.667733267700385]"
13379,Race of Scorpions (The House of Niccolo  #3),Dorothy Dunnett,4.42,534,21,1,Knopf,4,"[3690, 9153, 4162, 8957, 6133, 9620]","[0.0, 2.019504889818294, 5.101529182509887, 6.216108107168021, 7.145691009272651, 7.220588618665379]"
13382,Vinyl Cafe Odd Jobs,Stuart McLean,4.56,3,61,1,Canadian Broadcasting Corporation (CBC Audio),4,"[3691, 8124, 9151, 10620, 7961, 1952]","[0.0, 0.1899999999999995, 4.374574264999967, 4.59835840273461, 5.146843692983108, 5.233010605760321]"
13383,Vinyl Cafe Coast to Coast Story Service,Stuart McLean,4.45,3,51,1,Canadian Broadcasting Corporation (CBC Audio),4,"[3692, 3586, 3583, 4563, 2448, 7961]","[0.0, 3.097240707468504, 3.783331864904267, 6.404069018990973, 6.715362983487936, 6.807943889310487]"
13388,Vinyl Cafe Diaries (Vinyl Cafe  #4),Stuart McLean,4.19,302,924,59,Penguin Books Canada,4,"[3693, 9850, 1016, 3263, 4185, 4266]","[0.0, 24.779677156896135, 27.758739164450535, 28.411152739725292, 29.224525659110363, 36.26386079832096]"
13397,Checkmate (Tom Clancy's Splinter Cell  #3),David  Michaels/Tom Clancy,3.94,402,3896,65,Berkley,3,"[3694, 5662, 3933, 9082, 9026, 4528]","[0.0, 52.555966359681754, 60.48146906284602, 63.72756467965805, 84.79495798689919, 86.86778516803568]"
13398,Operation Barracuda (Tom Clancy's Splinter Cell  #2),David  Michaels/Raymond Benson/Tom Clancy,4.02,326,5062,79,Berkley,4,"[3695, 2349, 10670, 9684, 6974, 2354]","[0.0, 59.741111472753836, 61.147874043175044, 67.06767403153326, 77.75605185450198, 81.82912928780313]"
13399,Splinter Cell (Tom Clancy's Splinter Cell  #1),David  Michaels/Raymond Benson/Tom Clancy,3.85,355,10329,193,Berkley,3,"[3696, 2228, 8045, 153, 4319, 10290]","[0.0, 67.6097101014344, 71.96557579843297, 86.8158994654781, 90.22214861108108, 95.69744040464195]"
13413,Dark Visions,Douglas E. Winter/Dan Simmons/Stephen King/George R.R. Martin,3.89,381,155,17,Indigo,3,"[3697, 5065, 8710, 3661, 1204, 4500]","[0.0, 4.904854737910187, 7.0738956735309575, 11.445593038370706, 12.41007655093231, 12.452023931875493]"
13414,Ancilla to the Pre-Socratic Philosophers,Kathleen Banks Freeman/Hermann Alexander Diels,4.25,172,46,7,Harvard University Press (Cambridge),4,"[3698, 4722, 8471, 5443, 10691, 5439]","[0.0, 4.655362499311949, 5.213914076775719, 5.508910963157782, 5.921224535516282, 7.6198753270640855]"
13421,The Presocratics,Philip Ellis Wheelwright,4.04,352,201,12,Prentice Hall/Library of Liberal Arts,4,"[3699, 10878, 5767, 7084, 9447, 7410]","[0.0, 7.874109473457935, 8.068215416063207, 8.133394125455865, 8.662563131083086, 8.73045817812559]"
13422,The Presocratic Philosophers,Geoffrey S. Kirk/John Earle Raven/Malcolm Schofield,4.25,518,692,26,Cambridge University Press,4,"[3700, 7292, 3920, 2495, 8797, 5032]","[0.0, 24.839486709672563, 27.606566247905587, 38.961890354550306, 48.641809176879924, 50.39877081834437]"
13423,Presocratic Philosophy: A Very Short Introduction,Catherine Osborne,3.58,144,205,24,Oxford University Press  USA,3,"[3701, 6374, 11112, 1401, 149, 1716]","[0.0, 7.071180948045383, 7.886856154387501, 11.317954762235093, 12.370109134522622, 16.031596926070716]"
13424,The Presocratic Philosophers,Jonathan Barnes/Ted Honderich,4.14,728,68,3,Routledge,4,"[3702, 2579, 1720, 4580, 1514, 5574]","[0.0, 5.011546667447087, 10.353014053887883, 17.058865730170925, 17.117289505058913, 20.025106741288546]"
13425,The First Philosophers: The Presocratics and Sophists,Robin Waterfield/Anaximander/Anaximenes/Empedocles/Gorgias of Leontini/Heraclitus/Parmenides/Protagoras/Pythagoras/Thales/Thrasymachus/Zeno of Elea,3.95,400,356,17,Oxford University Press,3,"[3703, 1133, 2134, 1252, 8280, 8192]","[0.0, 14.35409349279849, 19.28731189150007, 19.44228638817976, 22.293532694483392, 22.627419207678102]"
13440,Skeleton Crew,Stephen King,3.96,612,97092,1186,Warner Books,3,"[3704, 5726, 1549, 67, 4589, 1053]","[0.0, 390.76080676035053, 857.2654207420244, 1271.4141757900925, 1620.3141678390646, 2134.024184703632]"
13442,Night Shift,Stephen King,4.0,344,486,56,Doubleday Books,3,"[3705, 5403, 10877, 2783, 4932, 5808]","[0.0, 8.063653018328603, 13.453757839354774, 14.491376746189438, 16.585837331892535, 19.545252620521435]"
13444,The Talisman,Stephen King/Peter Straub,4.13,646,1259,131,Viking; G. P. Putnam & Sons,4,"[3706, 1272, 11105, 9572, 6926, 4469]","[0.0, 62.20128937570346, 68.16929587431574, 69.55594079588026, 87.50456216678077, 89.24694336502512]"
13446,El retrato de Rose Madder,Stephen King/Bettina Blanch Tyroller,3.7,496,218,30,Debolsillo,3,"[3707, 8022, 5634, 892, 4694, 7701]","[0.0, 14.215836239912164, 16.648123017325407, 19.899771355470396, 21.68092479577382, 24.063933593658373]"
13448,The Dark Half,Stephen King,3.77,431,103,16,Viking Books,3,"[3708, 7960, 9227, 6781, 5236, 9574]","[0.0, 5.2072641569254, 9.335952013587045, 10.630221070137724, 12.767619198582013, 12.84622901866536]"
13449,La Milla Verde,Stephen King/María Eugenia Ciocchini Suárez,4.44,448,9,1,Fireside Books,4,"[3709, 10112, 8851, 6811, 8976, 3382]","[0.0, 1.4752626884728024, 3.6082682827084795, 5.125465832487814, 6.541322496254102, 6.872437704337523]"
13451,Storm of the Century,Stephen King,3.92,376,18255,266,Pocket,3,"[3710, 5941, 10298, 7492, 2227, 9066]","[0.0, 119.9041488022829, 121.00415240808887, 127.58167619215543, 175.71288199787742, 232.6397646577214]"
13460,Girls Think of Everything: Stories of Ingenious Inventions by Women,Catherine Thimmesh/Melissa Sweet,4.15,64,906,171,HMH Books for Young Readers,4,"[3711, 6993, 9123, 1824, 8952, 5212]","[0.0, 63.25346156535625, 80.4305812486768, 97.78039118350877, 102.53790762444882, 105.77334305012772]"
13462,How Dogs Think: What the World Looks Like to Them and Why They Act the Way They Do,Stanley Coren,3.99,368,693,58,Atria Books,3,"[3712, 8386, 1781, 2281, 6129, 178]","[0.0, 9.273704761313033, 13.003015034983232, 18.493771924623708, 21.772652571517327, 22.160550534677608]"
13463,The How to Think Like Leonardo da Vinci Workbook: Your Personal Companion to How to Think Like Leonardo da Vinci,Michael J. Gelb,3.85,288,327,16,Dell,3,"[3713, 8231, 10086, 10416, 6487, 4561]","[0.0, 4.4722365769265835, 7.146159807896826, 8.062760073324768, 9.000199997777827, 12.731001531694197]"
13467,Brit-Think  Ameri-Think: A Transatlantic Survival Guide,Jane Walmsley,3.26,160,269,40,Penguin Books,3,"[3714, 9771, 6608, 590, 6921, 2679]","[0.0, 15.036492277123678, 16.290245547566187, 16.97504344618888, 18.605816294911655, 18.79193710078873]"
13469,What You Think of Me Is None of My Business,Terry Cole-Whittaker,4.1,208,203,25,Berkley Books,4,"[3715, 4654, 2360, 203, 474, 634]","[0.0, 7.071414285699856, 7.974515659273609, 10.558882516630252, 12.000266663703771, 12.92588101446087]"
